id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
35311	u,集体传送师\0	u,因纳得立\0	9C	E8	A9	-1
35312	u,外城守门人\0	u,因纳得立\0	9C	E8	A9	-1
35313	u,内城守门人\0	u,因纳得立\0	9C	E8	A9	-1
35314	u,铁匠\0	u,因纳得立\0	9C	E8	A9	-1
35315	u,仓库管理员\0	u,因纳得立\0	9C	E8	A9	-1
35316	u,涅里特\0	u,侍卫队长\0	9C	E8	A9	-1
35317	u,塔特\0	u,飞龙管理员\0	9C	E8	A9	-1
35318	u,索黎那斯\0	u,佣兵管理员\0	9C	E8	A9	-1
35319	u,庄园管理员\0	u,因纳得立\0	9C	E8	A9	-1
35320	u,雷贝尔\0	u,传令\0	9C	E8	A9	-1
35322	u,火之祭坛\0	a,	9C	E8	A9	-1
35323	u,水之祭坛\0	a,	9C	E8	A9	-1
35324	u,黑兹\0	u,亲卫队长\0	9C	E8	A9	-1
35325	u,莫拉肯阿比吉尔公爵\0	a,	9C	E8	A9	-1
35326	u,亲卫队骑士\0	u,高达德\0	9C	E8	A9	-1
35327	u,亲卫队魔法师\0	u,高达德\0	9C	E8	A9	-1
35328	u,亲卫队魔法师\0	u,高达德\0	9C	E8	A9	-1
35329	u,亲卫队\0	u,高达德\0	9C	E8	A9	-1
35330	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35331	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35332	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35333	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35334	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35335	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35336	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35337	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35338	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35339	u,亲卫队骑士\0	u,高达德\0	9C	E8	A9	-1
35340	u,亲卫队魔法师\0	u,高达德\0	9C	E8	A9	-1
35341	u,亲卫队魔法师\0	u,高达德\0	9C	E8	A9	-1
35342	u,亲卫队\0	u,高达德\0	9C	E8	A9	-1
35343	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35344	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35345	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35346	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35347	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35348	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35349	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35350	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35351	u,警卫\0	u,高达德\0	9C	E8	A9	-1
35352	u,传送师\0	u,高达德\0	9C	E8	A9	-1
35353	u,传送师\0	u,高达德\0	9C	E8	A9	-1
35354	u,传送师\0	u,高达德\0	9C	E8	A9	-1
35355	u,集体传送师\0	u,高达德\0	9C	E8	A9	-1
35356	u,外城守门人\0	u,高达德\0	9C	E8	A9	-1
35357	u,内城守门人\0	u,高达德\0	9C	E8	A9	-1
35358	u,内城守门人\0	u,高达德\0	9C	E8	A9	-1
35359	u,守门人\0	u,高达德\0	9C	E8	A9	-1
35360	u,守门人\0	u,高达德\0	9C	E8	A9	-1
35361	u,铁匠\0	u,高达德\0	9C	E8	A9	-1
35362	u,仓库管理员\0	u,高达德\0	9C	E8	A9	-1
35363	u,阿普雷德\0	u,侍卫队长\0	9C	E8	A9	-1
35364	u,哈得利\0	u,飞龙管理员\0	9C	E8	A9	-1
35365	u,罗维\0	u,佣兵管理员\0	9C	E8	A9	-1
35366	u,庄园管理员\0	u,高达德\0	9C	E8	A9	-1
35367	u,戴文\0	u,传令\0	9C	E8	A9	-1
35368	u,血腥君主「奴尔卡」\0	a,	9C	E8	A9	-1
35369	u,帕提森治疗师\0	a,	9C	E8	A9	-1
35370	u,帕提森亲卫队\0	a,	9C	E8	A9	-1
35371	u,帕提森亲卫队\0	a,	9C	E8	A9	-1
35372	u,帕提森士兵\0	a,	9C	E8	A9	-1
35373	u,帕提森巫师\0	a,	9C	E8	A9	-1
35374	u,帕提森弓箭手\0	a,	9C	E8	A9	-1
35375	u,血腥君主「奴尔卡」\0	a,	9C	E8	A9	-1
35376	u,帕提森治疗师\0	a,	9C	E8	A9	-1
35377	u,帕提森亲卫队\0	a,	9C	E8	A9	-1
35378	u,帕提森亲卫队\0	a,	9C	E8	A9	-1
35379	u,帕提森士兵\0	a,	9C	E8	A9	-1
35380	u,帕提森巫师\0	a,	9C	E8	A9	-1
35381	u,帕提森弓箭手\0	a,	9C	E8	A9	-1
35382	u,布拉克尔\0	u,帕提森传令\0	9C	E8	A9	-1
35383	u,塔木塔\0	u,豺狼执行官\0	9C	E8	A9	-1
35384	u,布莱克\0	u,根据地管理员\0	9C	E8	A9	-1
35385	u,莱尼\0	u,根据地守门人\0	9C	E8	A9	-1
35386	u,伯伊尔\0	u,根据地管理员\0	9C	E8	A9	-1
35387	u,帕别\0	u,根据地守门人\0	9C	E8	A9	-1
35388	u,提姆\0	u,根据地管理员\0	9C	E8	A9	-1
35389	u,容翎\0	u,根据地守门人\0	9C	E8	A9	-1
35390	u,狄棱\0	u,根据地管理员\0	9C	E8	A9	-1
35391	u,拉提夫\0	u,根据地守门人\0	9C	E8	A9	-1
35392	u,布莱摩\0	u,根据地管理员\0	9C	E8	A9	-1
35393	u,拍尔兰\0	u,根据地守门人\0	9C	E8	A9	-1
35394	u,克莉斯\0	u,根据地管理员\0	9C	E8	A9	-1
35395	u,扩感\0	u,根据地守门人\0	9C	E8	A9	-1
35396	u,云科\0	u,根据地管理员\0	9C	E8	A9	-1
35397	u,摩统\0	u,根据地守门人\0	9C	E8	A9	-1
35398	u,卢本\0	u,根据地管理员\0	9C	E8	A9	-1
35399	u,鲁斯\0	u,根据地守门人\0	9C	E8	A9	-1
35400	u,何那\0	u,根据地管理员\0	9C	E8	A9	-1
35401	u,阿米尔\0	u,根据地守门人\0	9C	E8	A9	-1
35402	u,伯卢那\0	u,根据地守门人\0	9C	E8	A9	-1
35403	u,隆\0	u,根据地管理员\0	9C	E8	A9	-1
35404	u,查迈尔\0	u,根据地守门人\0	9C	E8	A9	-1
35405	u,普林\0	u,根据地管理员\0	9C	E8	A9	-1
35406	u,札毕鲁\0	u,根据地守门人\0	9C	E8	A9	-1
35407	u,瑟斯\0	u,根据地管理员\0	9C	E8	A9	-1
35408	u,黛德利\0	a,	9C	E8	A9	-1
35409	u,米哈伊尔\0	a,	9C	E8	A9	-1
35410	u,古斯塔夫\0	a,	9C	E8	A9	-1
35411	u,末日佣人\0	a,	9C	E8	A9	-1
35412	u,末日警卫\0	a,	9C	E8	A9	-1
35413	u,末日弓手\0	a,	9C	E8	A9	-1
35414	u,末日装甲兵\0	a,	9C	E8	A9	-1
35415	u,末日战士\0	a,	9C	E8	A9	-1
35416	u,末日骑士\0	a,	9C	E8	A9	-1
35417	u,地狱守门人\0	a,	9C	E8	A9	-1
35418	u,地狱守门人\0	a,	9C	E8	A9	-1
35419	u,黑泰斯特\0	u,飞龙管理员\0	9C	E8	A9	-1
35420	u,流肯\0	u,传令\0	9C	E8	A9	-1
35421	u,毕革史提夫\0	u,执行官\0	9C	E8	A9	-1
35422	u,胜者旗帜\0	a,	9C	E8	A9	-1
35423	u,红色旗帜\0	a,	9C	E8	A9	-1
35424	u,黄色旗帜\0	a,	9C	E8	A9	-1
35425	u,绿色旗帜\0	a,	9C	E8	A9	-1
35426	u,蓝色旗帜\0	a,	9C	E8	A9	-1
35427	u,紫色旗帜\0	a,	9C	E8	A9	-1
35428	u,奥耶玛夫狂战士\0	a,	9C	E8	A9	-1
35429	u,奥耶玛夫斥候兵\0	a,	9C	E8	A9	-1
35430	u,奥耶玛夫领导者\0	a,	9C	E8	A9	-1
35431	u,奥耶玛夫圣职者\0	a,	9C	E8	A9	-1
35432	u,奥耶玛夫盗贼\0	a,	9C	E8	A9	-1
35433	u,内城守门人\0	a,	9C	E8	A9	-1
35434	u,内城守门人\0	a,	9C	E8	A9	-1
35435	u,外城守门人\0	a,	9C	E8	A9	-1
35436	u,外城守门人\0	a,	9C	E8	A9	-1
35437	u,传令\0	a,	9C	E8	A9	-1
35438	u,侍卫队长\0	a,	9C	E8	A9	-1
35439	u,凯利\0	u,根据地管理员\0	9C	E8	A9	-1
35440	u,达尼尔\0	u,根据地守门人\0	9C	E8	A9	-1
35441	u,迪亚妮\0	u,根据地管理员\0	9C	E8	A9	-1
35442	u,加奎丝\0	u,根据地守门人\0	9C	E8	A9	-1
35443	u,克瑞斯\0	u,根据地管理员\0	9C	E8	A9	-1
35444	u,佐夫\0	u,根据地守门人\0	9C	E8	A9	-1
35445	u,阿尔伯特\0	u,根据地管理员\0	9C	E8	A9	-1
35446	u,尼尔斯\0	u,根据地守门人\0	9C	E8	A9	-1
35447	u,科根\0	u,根据地管理员\0	9C	E8	A9	-1
35448	u,如迪\0	u,根据地守门人\0	9C	E8	A9	-1
35449	u,迪玛吉欧\0	u,根据地管理员\0	9C	E8	A9	-1
35450	u,杰拉\0	u,根据地守门人\0	9C	E8	A9	-1
35451	u,艾玛\0	u,根据地管理员\0	9C	E8	A9	-1
35452	u,特欧伯特\0	u,根据地守门人\0	9C	E8	A9	-1
35453	u,艾德丽安\0	u,根据地管理员\0	9C	E8	A9	-1
35454	u,罗斯肯\0	u,根据地守门人\0	9C	E8	A9	-1
35455	u,比安卡\0	u,根据地管理员\0	9C	E8	A9	-1
35456	u,斯提乌特\0	u,根据地守门人\0	9C	E8	A9	-1
35457	u,格拉迪斯\0	u,根据地管理员\0	9C	E8	A9	-1
35458	u,特伦\0	u,根据地守门人\0	9C	E8	A9	-1
35459	u,雷吉娜\0	u,根据地管理员\0	9C	E8	A9	-1
35460	u,特雷\0	u,根据地守门人\0	9C	E8	A9	-1
35461	u,阿伊达\0	u,根据地管理员\0	9C	E8	A9	-1
35462	u,凯墨\0	u,根据地守门人\0	9C	E8	A9	-1
35463	u,海尔格\0	u,根据地管理员\0	9C	E8	A9	-1
35464	u,沃夫雷\0	u,根据地守门人\0	9C	E8	A9	-1
35465	u,米利森特\0	u,根据地管理员\0	9C	E8	A9	-1
35466	u,杰勒德\0	u,根据地守门人\0	9C	E8	A9	-1
35467	u,布兰希德\0	u,根据地管理员\0	9C	E8	A9	-1
35468	u,兰伯特\0	u,根据地守门人\0	9C	E8	A9	-1
35469	u,神的祭坛\0	a,	9C	E8	A9	-1
35470	u,阿斯特拉范皓特\0	u,国王\0	9C	E8	A9	-1
35471	u,亲卫队骑士\0	u,卢云\0	9C	E8	A9	-1
35472	u,亲卫队魔法师\0	u,卢云\0	9C	E8	A9	-1
35473	u,亲卫队魔法师\0	u,卢云\0	9C	E8	A9	-1
35474	u,亲卫队\0	u,卢云\0	9C	E8	A9	-1
35475	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35476	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35477	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35478	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35479	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35480	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35481	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35482	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35483	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35484	u,亲卫队骑士\0	u,卢云\0	9C	E8	A9	-1
35485	u,亲卫队魔法师\0	u,卢云\0	9C	E8	A9	-1
35486	u,亲卫队魔法师\0	u,卢云\0	9C	E8	A9	-1
35487	u,亲卫队\0	u,卢云\0	9C	E8	A9	-1
35488	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35489	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35490	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35491	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35492	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35493	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35494	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35495	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35496	u,警卫\0	u,卢云\0	9C	E8	A9	-1
35497	u,传送师\0	u,卢云\0	9C	E8	A9	-1
35498	u,传送师\0	u,卢云\0	9C	E8	A9	-1
35499	u,传送师\0	u,卢云\0	9C	E8	A9	-1
35500	u,传送师\0	u,卢云\0	9C	E8	A9	-1
35501	u,传送师\0	u,卢云\0	9C	E8	A9	-1
35502	u,集体传送师\0	u,卢云\0	9C	E8	A9	-1
35503	u,外城守门人\0	u,卢云\0	9C	E8	A9	-1
35504	u,内城守门人\0	u,卢云\0	9C	E8	A9	-1
35505	u,内城守门人\0	u,卢云\0	9C	E8	A9	-1
35506	u,地下监狱守门人\0	u,卢云\0	9C	E8	A9	-1
35507	u,铁匠\0	u,卢云\0	9C	E8	A9	-1
35508	u,仓库管理员\0	u,卢云\0	9C	E8	A9	-1
35509	u,弗雷德里克\0	u,侍卫队长\0	9C	E8	A9	-1
35510	u,提图斯\0	u,飞龙管理员\0	9C	E8	A9	-1
35511	u,高博斯\0	u,佣兵管理员\0	9C	E8	A9	-1
35512	u,庄园管理员\0	u,卢云\0	9C	E8	A9	-1
35513	u,希门斯\0	u,传令\0	9C	E8	A9	-1
35514	u,风之祭坛\0	a,	9C	E8	A9	-1
35515	u,大地祭坛\0	a,	9C	E8	A9	-1
35516	u,威鲁斯\0	u,亲卫队长\0	9C	E8	A9	-1
35517	u,斯维因肯欧恩\0	u,伯爵\0	9C	E8	A9	-1
35518	u,亲卫队骑士\0	u,修加特\0	9C	E8	A9	-1
35519	u,亲卫队魔法师\0	u,修加特\0	9C	E8	A9	-1
35520	u,亲卫队魔法师\0	u,修加特\0	9C	E8	A9	-1
35521	u,亲卫队\0	u,修加特\0	9C	E8	A9	-1
35522	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35523	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35524	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35525	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35526	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35527	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35528	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35529	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35530	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35531	u,亲卫队骑士\0	u,修加特\0	9C	E8	A9	-1
35532	u,亲卫队魔法师\0	u,修加特\0	9C	E8	A9	-1
35533	u,亲卫队魔法师\0	u,修加特\0	9C	E8	A9	-1
35534	u,亲卫队\0	u,修加特\0	9C	E8	A9	-1
35535	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35536	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35537	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35538	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35539	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35540	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35541	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35542	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35543	u,警卫\0	u,修加特\0	9C	E8	A9	-1
35544	u,传送师\0	u,修加特\0	9C	E8	A9	-1
35545	u,传送师\0	u,修加特\0	9C	E8	A9	-1
35546	u,传送师\0	u,修加特\0	9C	E8	A9	-1
35547	u,集体传送师\0	u,修加特\0	9C	E8	A9	-1
35548	u,外城守门人\0	u,修加特\0	9C	E8	A9	-1
35549	u,内城守门人\0	u,修加特\0	9C	E8	A9	-1
35550	u,内城守门人\0	u,修加特\0	9C	E8	A9	-1
35551	u,守门人\0	u,修加特\0	9C	E8	A9	-1
35552	u,守门人\0	u,修加特\0	9C	E8	A9	-1
35553	u,铁匠\0	u,修加特\0	9C	E8	A9	-1
35554	u,仓库管理员\0	u,修加特\0	9C	E8	A9	-1
35555	u,奥格斯特\0	u,侍卫队长\0	9C	E8	A9	-1
35556	u,杰里克\0	u,飞龙管理员\0	9C	E8	A9	-1
35557	u,肯德鲁\0	u,佣兵管理员\0	9C	E8	A9	-1
35558	u,庄园管理员\0	u,修加特\0	9C	E8	A9	-1
35559	u,达盖尔\0	u,传令\0	9C	E8	A9	-1
35560	u,集体传送师\0	a,	9C	E8	A9	-1
35561	u,集体传送师\0	a,	9C	E8	A9	-1
35562	u,集体传送师\0	a,	9C	E8	A9	-1
35563	u,集体传送师\0	a,	9C	E8	A9	-1
35564	u,集体传送师\0	a,	9C	E8	A9	-1
35565	u,集体传送师\0	a,	9C	E8	A9	-1
35566	u,罗纳德\0	u,根据地管理员\0	9C	E8	A9	-1
35567	u,艾米\0	u,根据地守门人\0	9C	E8	A9	-1
35568	u,韦恩\0	u,根据地管理员\0	9C	E8	A9	-1
35569	u,达尼尔\0	u,根据地守门人\0	9C	E8	A9	-1
35570	u,帕逖\0	u,根据地管理员\0	9C	E8	A9	-1
35571	u,戴尔\0	u,根据地守门人\0	9C	E8	A9	-1
35572	u,吉米\0	u,根据地管理员\0	9C	E8	A9	-1
35573	u,肖恩\0	u,根据地守门人\0	9C	E8	A9	-1
35574	u,迈克尔\0	u,根据地管理员\0	9C	E8	A9	-1
35575	u,赖安\0	u,根据地守门人\0	9C	E8	A9	-1
35576	u,加奎丝\0	u,根据地管理员\0	9C	E8	A9	-1
35577	u,哈利\0	u,根据地守门人\0	9C	E8	A9	-1
35578	u,卡勒图\0	u,根据地管理员\0	9C	E8	A9	-1
35579	u,阿昆\0	u,根据地守门人\0	9C	E8	A9	-1
35580	u,卡雷尔\0	u,根据地管理员\0	9C	E8	A9	-1
35581	u,奥肖\0	u,根据地守门人\0	9C	E8	A9	-1
35582	u,斯坦利\0	u,根据地管理员\0	9C	E8	A9	-1
35583	u,沃特\0	u,根据地守门人\0	9C	E8	A9	-1
35584	u,比利\0	u,根据地管理员\0	9C	E8	A9	-1
35585	u,艾里斯\0	u,根据地守门人\0	9C	E8	A9	-1
35586	u,瑟娜\0	u,根据地管理员\0	9C	E8	A9	-1
35587	u,奈丽雅\0	u,根据地守门人\0	9C	E8	A9	-1
35588	u,温泉大葫芦\0	a,	9C	E8	A9	-1
35589	u,温泉大葫芦\0	a,	9C	E8	A9	-1
35590	u,温泉大葫芦\0	a,	9C	E8	A9	-1
35591	u,温泉大葫芦\0	a,	9C	E8	A9	-1
35592	u,凶狠的雪人\0	a,	9C	E8	A9	-1
35593	u,宝箱\0	a,	9C	E8	A9	-1
35594	u,宝箱\0	a,	9C	E8	A9	-1
35595	u,宝箱\0	a,	9C	E8	A9	-1
35596	u,温泉浴场雪人\0	u,管理员\0	9C	E8	A9	-1
35597	u,温泉浴场雪人\0	u,管理员\0	9C	E8	A9	-1
35598	u,温泉浴场雪人\0	u,管理员\0	9C	E8	A9	-1
35599	u,温泉浴场雪人\0	u,管理员\0	9C	E8	A9	-1
35600	u,管理员\0	a,	9C	E8	A9	-1
35601	u,守门人\0	a,	9C	E8	A9	-1
35602	u,守门人\0	a,	9C	E8	A9	-1
35603	u,入场管理员\0	a,	9C	E8	A9	-1
35604	u,传令\0	a,	9C	E8	A9	-1
35605	u,昂高特\0	u,执行官\0	9C	E8	A9	-1
35606	u,胜者旗帜\0	a,	9C	E8	A9	-1
35607	u,红色旗帜\0	a,	9C	E8	A9	-1
35608	u,黄色旗帜\0	a,	9C	E8	A9	-1
35609	u,绿色旗帜\0	a,	9C	E8	A9	-1
35610	u,蓝色旗帜\0	a,	9C	E8	A9	-1
35611	u,紫色旗帜\0	a,	9C	E8	A9	-1
35612	u,集体传送师\0	a,	9C	E8	A9	-1
35613	u,集体传送师\0	a,	9C	E8	A9	-1
35614	u,集体传送师\0	a,	9C	E8	A9	-1
35615	u,集体传送师\0	a,	9C	E8	A9	-1
35616	u,集体传送师\0	a,	9C	E8	A9	-1
35617	u,集体传送师\0	a,	9C	E8	A9	-1
35618	u,粗暴的美洲狮\0	a,	9C	E8	A9	-1
35619	u,粗暴的水牛\0	a,	9C	E8	A9	-1
35620	u,粗暴的笑翠鸟\0	a,	9C	E8	A9	-1
35621	u,粗暴的小水牛\0	a,	9C	E8	A9	-1
35622	u,粗暴的小狮子\0	a,	9C	E8	A9	-1
35623	u,内城守门人\0	a,	9C	E8	A9	-1
35624	u,内城守门人\0	a,	9C	E8	A9	-1
35625	u,外城守门人\0	a,	9C	E8	A9	-1
35626	u,外城守门人\0	a,	9C	E8	A9	-1
35627	u,传令\0	a,	9C	E8	A9	-1
35628	u,奎弼阿\0	u,农场管理员\0	9C	E8	A9	-1
35629	u,莉迪亚范何尔曼\0	a,	9C	E8	A9	-1
35630	u,阿尔弗雷德范何尔曼\0	a,	9C	E8	A9	-1
35631	u,吉塞尔范何尔曼\0	a,	9C	E8	A9	-1
35632	u,吸血鬼专家\0	a,	9C	E8	A9	-1
35633	u,吸血鬼士兵\0	a,	9C	E8	A9	-1
35634	u,吸血鬼弓手\0	a,	9C	E8	A9	-1
35635	u,吸血鬼教师\0	a,	9C	E8	A9	-1
35636	u,吸血鬼佣兵\0	a,	9C	E8	A9	-1
35637	u,吸血鬼领导者\0	a,	9C	E8	A9	-1
35638	u,巴勒斯\0	u,飞龙管理员\0	9C	E8	A9	-1
35639	u,札卡勒\0	u,传令\0	9C	E8	A9	-1
35640	u,班德罗\0	u,执行官\0	9C	E8	A9	-1
35641	u,要塞守门人\0	a,	9C	E8	A9	-1
35642	u,要塞守门人\0	a,	9C	E8	A9	-1
35643	u,门\0	a,	9C	E8	A9	-1
35644	u,庄园管理员\0	u,修加特\0	9C	E8	A9	-1
35645	u,庄园管理员\0	u,修加特\0	9C	E8	A9	-1
35646	u,吸血鬼弓手\0	a,	9C	E8	A9	-1
35647	u,吸血鬼领导者\0	a,	9C	E8	A9	-1
35648	u,宫中魔法师\0	u,古鲁丁\0	9C	E8	A9	-1
35649	u,宫中魔法师\0	u,狄恩\0	9C	E8	A9	-1
35650	u,宫中魔法师\0	u,奇岩\0	9C	E8	A9	-1
35651	u,宫中魔法师\0	u,欧瑞\0	9C	E8	A9	-1
35652	u,宫中魔法师\0	u,亚丁\0	9C	E8	A9	-1
35653	u,宫中魔法师\0	u,因纳得立\0	9C	E8	A9	-1
35654	u,宫中魔法师\0	u,高达德\0	9C	E8	A9	-1
35655	u,宫中魔法师\0	u,卢云\0	9C	E8	A9	-1
35656	u,宫中魔法师\0	u,修加特\0	9C	E8	A9	-1
35657	u,旗杆\0	a,	9C	E8	A9	-1
35658	u,监督官\0	u,营地要塞\0	9C	E8	A9	-1
35659	u,可疑的商人\0	u,营地要塞\0	9C	E8	A9	-1
35660	u,守备队队长\0	u,营地要塞\0	9C	E8	A9	-1
35661	u,弓兵队长\0	u,营地要塞\0	9C	E8	A9	-1
35662	u,支援队队长\0	u,营地要塞\0	9C	E8	A9	-1
35663	u,弓兵队管理员\0	u,营地要塞\0	9C	E8	A9	-1
35664	u,补给管理军官\0	u,营地要塞\0	9C	E8	A9	-1
35665	u,补给箱\0	a,	9C	E8	A9	-1
35666	u,收容所管理员\0	u,营地要塞\0	9C	E8	A9	-1
35667	u,守门人\0	a,	9C	E8	A9	-1
35668	u,守门人\0	a,	9C	E8	A9	-1
35669	u,守门人\0	a,	9C	E8	A9	-1
35670	u,叛军队长\0	u,营地要塞\0	9C	E8	A9	-1
35671	u,叛军精兵\0	u,营地要塞\0	9C	E8	A9	-1
35672	u,叛军士兵\0	u,营地要塞\0	9C	E8	A9	-1
35673	u,亲卫队\0	u,营地要塞\0	9C	E8	A9	-1
35674	u,警卫\0	u,营地要塞\0	9C	E8	A9	-1
35675	u,电力控制装置\0	u,控制室\0	9C	E8	A9	-1
35676	u,炮兵矮人\0	a,	9C	E8	A9	-1
35677	u,守备队队长\0	u,守备队\0	9C	E8	A9	-1
35678	u,守备队员\0	u,守备队\0	9C	E8	A9	-1
35679	u,守备队员\0	u,守备队\0	9C	E8	A9	-1
35680	u,支援队队长\0	u,支援队\0	9C	E8	A9	-1
35681	u,巫师\0	u,支援队\0	9C	E8	A9	-1
35682	u,治疗师\0	u,支援队\0	9C	E8	A9	-1
35683	u,弓兵队长\0	u,弓兵队\0	9C	E8	A9	-1
35684	u,弓兵队员\0	u,弓兵队\0	9C	E8	A9	-1
35685	u,弩炮\0	u,营地要塞\0	9C	E8	A9	-1
35686	u,佣兵队长\0	a,	9C	E8	A9	-1
35687	u,佣兵队士兵\0	a,	9C	E8	A9	-1
35688	u,旗杆\0	a,	9C	E8	A9	-1
35689	u,监督官\0	u,古鲁丁南部要塞\0	9C	E8	A9	-1
35690	u,可疑的商人\0	u,古鲁丁南部要塞\0	9C	E8	A9	-1
35691	u,守备队队长\0	u,古鲁丁南部要塞\0	9C	E8	A9	-1
35692	u,弓兵队长\0	u,古鲁丁南部要塞\0	9C	E8	A9	-1
35693	u,将军\0	u,古鲁丁南部要塞\0	9C	E8	A9	-1
35694	u,支援队队长\0	u,古鲁丁南部要塞\0	9C	E8	A9	-1
35695	u,弓兵队管理员\0	u,古鲁丁南部要塞\0	9C	E8	A9	-1
35696	u,补给管理军官\0	u,古鲁丁南部要塞\0	9C	E8	A9	-1
35697	u,补给箱\0	a,	9C	E8	A9	-1
35698	u,收容所管理员\0	u,古鲁丁南部要塞\0	9C	E8	A9	-1
35699	u,守门人\0	a,	9C	E8	A9	-1
35700	u,守门人\0	a,	9C	E8	A9	-1
35701	u,守门人\0	a,	9C	E8	A9	-1
35702	u,叛军队长\0	u,古鲁丁南部要塞\0	9C	E8	A9	-1
35703	u,叛军精兵\0	u,古鲁丁南部要塞\0	9C	E8	A9	-1
35704	u,叛军士兵\0	u,古鲁丁南部要塞\0	9C	E8	A9	-1
35705	u,亲卫队\0	u,古鲁丁南部要塞\0	9C	E8	A9	-1
35706	u,警卫\0	u,古鲁丁南部要塞\0	9C	E8	A9	-1
35707	u,主要机器装置\0	u,控制室\0	9C	E8	A9	-1
35708	u,辅助电力装置\0	u,控制室\0	9C	E8	A9	-1
35709	u,控制装置\0	u,控制室\0	9C	E8	A9	-1
35710	u,电力控制装置\0	u,控制室\0	9C	E8	A9	-1
35711	u,炮兵矮人\0	a,	9C	E8	A9	-1
35712	u,侦查高仑\0	u,控制室\0	9C	E8	A9	-1
35713	u,守备队队长\0	u,守备队\0	9C	E8	A9	-1
35714	u,守备队员\0	u,守备队\0	9C	E8	A9	-1
35715	u,守备队员\0	u,守备队\0	9C	E8	A9	-1
35716	u,支援队队长\0	u,支援队\0	9C	E8	A9	-1
35717	u,巫师\0	u,支援队\0	9C	E8	A9	-1
35718	u,治疗师\0	u,支援队\0	9C	E8	A9	-1
35719	u,弓兵队长\0	u,弓兵队\0	9C	E8	A9	-1
35720	u,弓兵队员\0	u,弓兵队\0	9C	E8	A9	-1
35721	u,将军\0	u,军官营帐\0	9C	E8	A9	-1
35722	u,长官\0	u,军官营帐\0	9C	E8	A9	-1
35723	u,弩炮\0	u,古鲁丁南部要塞\0	9C	E8	A9	-1
35724	u,佣兵队长\0	a,	9C	E8	A9	-1
35725	u,佣兵队士兵\0	a,	9C	E8	A9	-1
35726	u,旗杆\0	a,	9C	E8	A9	-1
35727	u,监督官\0	u,蜂窝要塞\0	9C	E8	A9	-1
35728	u,可疑的商人\0	u,蜂窝要塞\0	9C	E8	A9	-1
35729	u,守备队队长\0	u,蜂窝要塞\0	9C	E8	A9	-1
35730	u,弓兵队长\0	u,蜂窝要塞\0	9C	E8	A9	-1
35731	u,支援队队长\0	u,蜂窝要塞\0	9C	E8	A9	-1
35732	u,弓兵队管理员\0	u,蜂窝要塞\0	9C	E8	A9	-1
